subj_idx,rt,response,type,pre_Ne,pre_Pe
11,0.57,1,correct,7.805437699,1.960627693
11,0.53,1,correct,8.057911188,-0.316470302
11,0.506,1,correct,10.51299425,-1.483674344
11,0.574,1,correct,5.831110002,2.007129079
11,0.516,1,correct,-7.637868011,-1.506234602
11,0.536,1,correct,11.73104489,8.810939198
11,0.55,1,correct,8.735217422,4.474086669
11,0.522,1,correct,-8.092406388,-7.339483539
11,0.492,1,correct,-4.753543979,5.597475222
11,0.692,1,correct,-0.258678869,3.508836187
11,0.516,1,correct,-7.029674368,-6.028612932
11,0.584,1,correct,5.446602015,1.536214795
11,0.502,1,correct,-0.075175067,0.455774526
11,0.516,1,correct,-8.898261884,-8.462349062
11,0.62,1,correct,0.513432647,0.007413752
11,0.59,1,correct,6.85558153,-0.629423316
11,0.532,1,correct,-8.684844104,12.84580259
11,0.442,1,correct,-0.443039515,-0.669353469
11,0.476,1,correct,-16.01374792,-5.837841518
11,0.594,1,correct,11.16435464,3.734642213
11,0.564,1,correct,10.78604421,-6.254988949
11,0.564,1,correct,-6.261593078,-5.016079505
11,0.52,0,correct,-10.68357738,-8.417821974
11,0.596,1,error,-0.176920658,4.545487673
11,0.574,1,correct,7.438669971,-0.039741994
11,0.552,1,correct,-11.53708117,-10.83006583
11,0.644,1,correct,4.737478795,-0.0847115
11,0.606,1,correct,-6.785307819,-7.05787728
11,0.6,1,correct,-10.8992139,-9.037363852
11,0.678,1,correct,-4.166040878,-1.6068708
11,0.604,1,correct,-8.032953397,-2.058318661
11,0.462,1,correct,-17.79957068,-0.292123004
11,0.484,1,correct,17.57788806,3.951166316
11,0.454,1,correct,-6.86910592,-2.561791068
11,0.582,1,correct,-4.452959516,-4.398430354
11,0.574,1,correct,0.674645722,-12.46778
11,0.592,1,correct,2.029785019,-0.155120363
11,0.546,1,correct,-1.320065129,-0.837265838
11,0.466,1,correct,-10.76770111,-13.55410889
11,0.622,1,correct,-4.319823215,2.736549814
11,0.562,1,correct,-12.11653175,-6.994417564
11,0.564,1,correct,-7.870884093,5.146655905
11,0.496,1,correct,-11.61893941,-7.184667488
11,0.558,1,correct,-6.481543059,-7.45215728
11,0.506,1,correct,8.483718632,9.622294129
11,0.542,1,correct,-0.056714131,-0.49656198
11,0.566,1,correct,-6.222657514,-6.070790731
11,0.588,1,correct,-5.805530946,-1.907257979
11,0.518,1,correct,-7.846384375,-7.867234467
11,0.67,1,correct,7.308954823,-6.429492057
11,0.484,1,correct,0.895318492,1.480976937
11,0.498,1,correct,-0.959906666,2.756675998
11,0.546,1,correct,-3.670391785,-0.443929909
11,0.562,1,correct,-2.928068465,-1.666424828
11,0.522,1,correct,-10.5457476,-7.957191475
11,0.48,1,correct,-3.031716933,-4.544503314
11,0.632,1,correct,-4.381357191,-4.324365319
11,0.548,1,correct,-4.174048419,-1.90461159
11,0.608,1,correct,-7.602150092,-3.143401111
11,0.468,1,correct,-10.24223468,-11.92115189
11,0.524,1,correct,-5.06367832,-2.982302225
11,0.6,1,correct,9.852654025,5.670609599
